Gene	Gene.name	Level
ENSG00000135439	AGAP2	High
ENSG00000135426	TESPA1	Medium
ENSG00000135414	GDF11	High
ENSG00000135406	PRPH	Medium
ENSG00000135392	DNAJC14	Medium
ENSG00000135390	ATP5MC2	High
ENSG00000135387	CAPRIN1	High
ENSG00000135373	EHF	Low
ENSG00000135372	NAT10	High
ENSG00000135363	LMO2	High
ENSG00000135341	MAP3K7	Medium
ENSG00000135338	LCA5	Medium
ENSG00000135336	ORC3	High
ENSG00000135333	EPHA7	Medium
ENSG00000135318	NT5E	High
ENSG00000135317	SNX14	High
ENSG00000135316	SYNCRIP	High
ENSG00000135315	CEP162	Medium
ENSG00000135312	HTR1B	Medium
ENSG00000135299	ANKRD6	High
ENSG00000135297	MTO1	High
ENSG00000135272	MDFIC	High
ENSG00000135269	TES	Medium
ENSG00000135250	SRPK2	High
ENSG00000135249	RINT1	High
ENSG00000135245	HILPDA	Medium
ENSG00000135241	PNPLA8	High
ENSG00000135164	DMTF1	High
ENSG00000135148	TRAFD1	Low
ENSG00000135144	DTX1	Medium
ENSG00000135127	BICDL1	Low
ENSG00000135124	P2RX4	Medium
ENSG00000135119	RNFT2	Medium
ENSG00000135114	OASL	Low
ENSG00000135108	FBXO21	Medium
ENSG00000135097	MSI1	Medium
ENSG00000135093	USP30	High
ENSG00000135090	TAOK3	Medium
ENSG00000135083	CCNJL	Medium
ENSG00000135069	PSAT1	High
ENSG00000135063	ENTREP1	High
ENSG00000135052	GOLM1	Medium
ENSG00000135049	AGTPBP1	High
ENSG00000135048	CEMIP2	Medium
ENSG00000135047	CTSL	Low
ENSG00000135046	ANXA1	Medium
ENSG00000135045	C9orf40	High
ENSG00000135040	NAA35	High
ENSG00000135018	UBQLN1	High
ENSG00000135002	RFK	High
ENSG00000134996	OSTF1	High
ENSG00000134987	WDR36	High
ENSG00000134986	NREP	High
ENSG00000134982	APC	High
ENSG00000134970	TMED7	Medium
ENSG00000134917	ADAMTS8	Medium
ENSG00000134910	STT3A	Medium
ENSG00000134909	ARHGAP32	Medium
ENSG00000134901	POGLUT2	High
ENSG00000134900	TPP2	High
ENSG00000134899	ERCC5	Medium
ENSG00000134897	BIVM	Low
ENSG00000134884	ARGLU1	High
ENSG00000134882	UBAC2	Low
ENSG00000134853	PDGFRA	High
ENSG00000134852	CLOCK	Medium
ENSG00000134851	TMEM165	High
ENSG00000134825	TMEM258	High
ENSG00000134824	FADS2	High
ENSG00000134817	APLNR	Medium
ENSG00000134812	CBLIF	Low
ENSG00000134809	TIMM10	High
ENSG00000134802	SLC43A3	Medium
ENSG00000134780	DAGLA	Medium
ENSG00000134769	DTNA	High
ENSG00000134765	DSC1	Medium
ENSG00000134759	ELP2	Medium
ENSG00000134744	TUT4	Medium
ENSG00000134717	BTF3L4	High
ENSG00000134709	HOOK1	Low
ENSG00000134697	GNL2	Medium
ENSG00000134690	CDCA8	Low
ENSG00000134686	PHC2	High
ENSG00000134684	YARS1	High
ENSG00000134644	PUM1	Medium
ENSG00000134640	MTNR1B	High
ENSG00000134627	PIWIL4	Medium
ENSG00000134602	STK26	Medium
ENSG00000134597	RBMX2	High
ENSG00000134574	DDB2	Low
ENSG00000134569	LRP4	Medium
ENSG00000134480	CCNH	Medium
ENSG00000134470	IL15RA	Medium
ENSG00000134463	ECHDC3	Low
ENSG00000134460	IL2RA	High
ENSG00000134453	RBM17	High
ENSG00000134452	FBH1	High
ENSG00000134444	RELCH	Medium
ENSG00000134440	NARS1	High
ENSG00000134419	RPS15A	Medium
ENSG00000134398	ERN2	Low
ENSG00000134375	TIMM17A	Medium
ENSG00000134371	CDC73	Medium
ENSG00000134369	NAV1	High
ENSG00000134330	IAH1	Low
ENSG00000134326	CMPK2	Medium
ENSG00000134324	LPIN1	Low
ENSG00000134321	RSAD2	Medium
ENSG00000134318	ROCK2	Medium
ENSG00000134317	GRHL1	High
ENSG00000134313	KIDINS220	Medium
ENSG00000134308	YWHAQ	Medium
ENSG00000134294	SLC38A2	Medium
ENSG00000134291	TMEM106C	High
ENSG00000134283	PPHLN1	Medium
ENSG00000134265	NAPG	High
ENSG00000134262	AP4B1	Low
ENSG00000134258	VTCN1	Low
ENSG00000134256	CD101	Medium
ENSG00000134250	NOTCH2	Medium
ENSG00000134248	LAMTOR5	High
ENSG00000134247	PTGFRN	Medium
ENSG00000134243	SORT1	High
ENSG00000134242	PTPN22	Medium
ENSG00000134216	CHIA	Medium
ENSG00000134202	GSTM3	Low
ENSG00000134201	GSTM5	Low
ENSG00000134186	PRPF38B	Low
ENSG00000134184	GSTM1	High
ENSG00000134153	EMC7	Medium
ENSG00000134146	DPH6	Low
ENSG00000134138	MEIS2	High
ENSG00000134121	CHL1	High
ENSG00000134108	ARL8B	High
ENSG00000134086	VHL	High
ENSG00000134077	THUMPD3	High
ENSG00000134072	CAMK1	High
ENSG00000134058	CDK7	High
ENSG00000134056	MRPS36	High
ENSG00000134049	IER3IP1	High
ENSG00000134046	MBD2	High
ENSG00000134042	MRO	Medium
ENSG00000134013	LOXL2	Medium
ENSG00000134001	EIF2S1	High
ENSG00000133997	MED6	High
ENSG00000133961	NUMB	High
ENSG00000133943	DGLUCY	Medium
ENSG00000133935	ERG28	Medium
ENSG00000133884	DPF2	High
ENSG00000133878	DUSP26	High
ENSG00000133858	ZFC3H1	High
ENSG00000133835	HSD17B4	Low
ENSG00000133818	RRAS2	Medium
ENSG00000133816	MICAL2	Medium
ENSG00000133800	LYVE1	Low
ENSG00000133794	BMAL1	High
ENSG00000133773	CCDC59	Medium
ENSG00000133731	IMPA1	Medium
ENSG00000133706	LARS1	High
ENSG00000133703	KRAS	Medium
ENSG00000133687	TMTC1	Medium
ENSG00000133678	TMEM254	High
ENSG00000133657	ATP13A3	Low
ENSG00000133619	KRBA1	High
ENSG00000133612	AGAP3	High
ENSG00000133597	ADCK2	Medium
ENSG00000133574	GIMAP4	Medium
ENSG00000133561	GIMAP6	Medium
ENSG00000133422	MORC2	High
ENSG00000133393	CEP20	High
ENSG00000133328	PLAAT2	Low
ENSG00000133318	RTN3	High
ENSG00000133313	CNDP2	Medium
ENSG00000133265	HSPBP1	High
ENSG00000133250	ZNF414	Medium
ENSG00000133226	SRRM1	High
ENSG00000133216	EPHB2	High
ENSG00000133193	FAM104A	High
ENSG00000133169	BEX1	Medium
ENSG00000133138	TBC1D8B	Medium
ENSG00000133121	STARD13	Medium
ENSG00000133119	RFC3	High
ENSG00000133115	STOML3	Low
ENSG00000133114	GPALPP1	Medium
ENSG00000133112	TPT1	Medium
ENSG00000133110	POSTN	High
ENSG00000133106	EPSTI1	High
ENSG00000133104	SPART	High
ENSG00000133083	DCLK1	High
ENSG00000133069	TMCC2	Medium
ENSG00000133067	LGR6	Medium
ENSG00000133059	DSTYK	High
ENSG00000133030	MPRIP	Medium
ENSG00000133028	SCO1	Medium
ENSG00000133027	PEMT	Medium
ENSG00000133026	MYH10	High
ENSG00000133019	CHRM3	Medium
ENSG00000132972	RNF17	Medium
ENSG00000132970	WASF3	High
ENSG00000132965	ALOX5AP	High
ENSG00000132963	POMP	High
ENSG00000132938	MTUS2	Medium
ENSG00000132932	ATP8A2	Low
ENSG00000132911	NMUR2	Medium
ENSG00000132906	CASP9	Medium
ENSG00000132881	CPLANE2	Medium
ENSG00000132879	FBXO44	High
ENSG00000132872	SYT4	Low
ENSG00000132849	PATJ	Medium
ENSG00000132846	ZBED3	Medium
ENSG00000132842	AP3B1	Medium
ENSG00000132825	PPP1R3D	High
ENSG00000132823	OSER1	Medium
ENSG00000132819	RBM38	High
ENSG00000132793	LPIN3	Low
ENSG00000132792	CTNNBL1	Medium
ENSG00000132780	NASP	Low
ENSG00000132773	TOE1	High
ENSG00000132768	DPH2	High
ENSG00000132746	ALDH3B2	Low
ENSG00000132718	SYT11	High
ENSG00000132716	DCAF8	Medium
ENSG00000132702	HAPLN2	High
ENSG00000132694	ARHGEF11	High
ENSG00000132692	BCAN	High
ENSG00000132688	NES	High
ENSG00000132680	KHDC4	High
ENSG00000132676	DAP3	Medium
ENSG00000132670	PTPRA	Medium
ENSG00000132669	RIN2	High
ENSG00000132646	PCNA	Low
ENSG00000132639	SNAP25	High
ENSG00000132635	PCED1A	High
ENSG00000132623	ANKEF1	Low
ENSG00000132613	MTSS2	High
ENSG00000132612	VPS4A	Medium
ENSG00000132604	TERF2	Medium
ENSG00000132603	NIP7	High
ENSG00000132600	PRMT7	Medium
ENSG00000132591	ERAL1	Medium
ENSG00000132589	FLOT2	High
ENSG00000132563	REEP2	High
ENSG00000132541	RIDA	Low
ENSG00000132535	DLG4	High
ENSG00000132530	XAF1	Low
ENSG00000132522	GPS2	High
ENSG00000132514	CLEC10A	Medium
ENSG00000132510	KDM6B	High
ENSG00000132507	EIF5A	Medium
ENSG00000132485	ZRANB2	High
ENSG00000132475	H3-3B	High
ENSG00000132471	WBP2	High
ENSG00000132470	ITGB4	Medium
ENSG00000132467	UTP3	Medium
ENSG00000132466	ANKRD17	Medium
ENSG00000132463	GRSF1	Medium
ENSG00000132437	DDC	High
ENSG00000132436	FIGNL1	Medium
ENSG00000132424	PNISR	High
ENSG00000132423	COQ3	High
ENSG00000132405	TBC1D14	High
ENSG00000132394	EEFSEC	Low
ENSG00000132388	UBE2G1	High
ENSG00000132383	RPA1	High
ENSG00000132382	MYBBP1A	High
ENSG00000132359	RAP1GAP2	Medium
ENSG00000132357	CARD6	High
ENSG00000132356	PRKAA1	Low
ENSG00000132334	PTPRE	Low
ENSG00000132326	PER2	Medium
ENSG00000132305	IMMT	Medium
ENSG00000132300	PTCD3	High
ENSG00000132294	EFR3A	High
ENSG00000132286	TIMM10B	Medium
ENSG00000132275	RRP8	Medium
ENSG00000132274	TRIM22	Medium
ENSG00000132256	TRIM5	Medium
ENSG00000132254	ARFIP2	Medium
ENSG00000132205	EMILIN2	Low
ENSG00000132199	ENOSF1	Medium
ENSG00000132196	HSD17B7	Medium
ENSG00000132182	NUP210	Medium
ENSG00000132170	PPARG	Medium
ENSG00000132164	SLC6A11	High
ENSG00000132155	RAF1	Low
ENSG00000132153	DHX30	High
ENSG00000132109	TRIM21	Medium
ENSG00000132024	CC2D1A	Medium
ENSG00000132016	BRME1	Low
ENSG00000132005	RFX1	High
ENSG00000132004	FBXW9	Medium
ENSG00000132002	DNAJB1	Medium
ENSG00000132000	PODNL1	High
ENSG00000131981	LGALS3	Medium
ENSG00000131943	C19orf12	Medium
ENSG00000131899	LLGL1	Medium
ENSG00000131876	SNRPA1	High
ENSG00000131871	SELENOS	Low
ENSG00000131845	ZNF304	Medium
ENSG00000131844	MCCC2	Low
ENSG00000131828	PDHA1	High
ENSG00000131791	PRKAB2	Medium
ENSG00000131788	PIAS3	High
ENSG00000131779	PEX11B	Medium
ENSG00000131778	CHD1L	High
ENSG00000131773	KHDRBS3	High
ENSG00000131771	PPP1R1B	High
ENSG00000131725	WDR44	Medium
ENSG00000131711	MAP1B	High
ENSG00000131697	NPHP4	Low
ENSG00000131653	TRAF7	Medium
ENSG00000131634	TMEM204	Medium
ENSG00000131591	C1orf159	Low
ENSG00000131584	ACAP3	Low
ENSG00000131558	EXOC4	Medium
ENSG00000131508	UBE2D2	Medium
ENSG00000131507	NDFIP1	High
ENSG00000131504	DIAPH1	High
ENSG00000131503	ANKHD1	High
ENSG00000131495	NDUFA2	High
ENSG00000131482	G6PC1	Low
ENSG00000131473	ACLY	Medium
ENSG00000131471	AOC3	Low
ENSG00000131469	RPL27	High
ENSG00000131467	PSME3	High
ENSG00000131462	TUBG1	Medium
ENSG00000131446	MGAT1	Medium
ENSG00000131437	KIF3A	High
ENSG00000131398	KCNC3	Medium
ENSG00000131389	SLC6A6	Low
ENSG00000131381	RBSN	High
ENSG00000131378	RFTN1	Low
ENSG00000131373	HACL1	Low
ENSG00000131368	MRPS25	High
ENSG00000131269	ABCB7	High
ENSG00000131263	RLIM	Medium
ENSG00000131242	RAB11FIP4	High
ENSG00000131238	PPT1	High
ENSG00000131236	CAP1	Medium
ENSG00000131171	SH3BGRL	Medium
ENSG00000131149	GSE1	High
ENSG00000131148	EMC8	Low
ENSG00000131143	COX4I1	High
ENSG00000131100	ATP6V1E1	Medium
ENSG00000131095	GFAP	High
ENSG00000131089	ARHGEF9	Medium
ENSG00000131069	ACSS2	Medium
ENSG00000131067	GGT7	High
ENSG00000131051	RBM39	High
ENSG00000131023	LATS1	Medium
ENSG00000131019	ULBP3	Low
ENSG00000131018	SYNE1	High
ENSG00000131016	AKAP12	Medium
ENSG00000131013	PPIL4	Medium
ENSG00000130985	UBA1	High
ENSG00000130958	SLC35D2	Low
ENSG00000130956	HABP4	High
ENSG00000130940	CASZ1	Medium
ENSG00000130939	UBE4B	Medium
ENSG00000130935	NOL11	High
ENSG00000130921	MTRFR	Medium
ENSG00000130830	MPP1	Medium
ENSG00000130826	DKC1	High
ENSG00000130822	PNCK	Medium
ENSG00000130818	ZNF426	Medium
ENSG00000130813	SHFL	Medium
ENSG00000130811	EIF3G	High
ENSG00000130810	PPAN	High
ENSG00000130803	ZNF317	Medium
ENSG00000130787	HIP1R	High
ENSG00000130779	CLIP1	Medium
ENSG00000130770	ATP5IF1	High
ENSG00000130764	LRRC47	High
ENSG00000130762	ARHGEF16	High
ENSG00000130758	MAP3K10	Low
ENSG00000130749	ZC3H4	Medium
ENSG00000130741	EIF2S3	High
ENSG00000130734	ATG4D	Low
ENSG00000130733	YIPF2	High
ENSG00000130726	TRIM28	High
ENSG00000130725	UBE2M	Medium
ENSG00000130724	CHMP2A	Medium
ENSG00000130720	FIBCD1	Low
ENSG00000130717	UCK1	High
ENSG00000130713	EXOSC2	High
ENSG00000130707	ASS1	Low
ENSG00000130706	ADRM1	High
ENSG00000130699	TAF4	High
ENSG00000130684	ZNF337	High
ENSG00000130643	CALY	High
ENSG00000130640	TUBGCP2	Medium
ENSG00000130638	ATXN10	Medium
ENSG00000130592	LSP1	Low
ENSG00000130590	SAMD10	Medium
ENSG00000130560	UBAC1	High
ENSG00000130559	CAMSAP1	High
ENSG00000130545	CRB3	Low
ENSG00000130540	SULT4A1	Medium
ENSG00000130529	TRPM4	Low
ENSG00000130522	JUND	Medium
ENSG00000130518	IQCN	High
ENSG00000130517	PGPEP1	High
ENSG00000130475	FCHO1	Medium
ENSG00000130429	ARPC1B	Low
ENSG00000130414	NDUFA10	Medium
ENSG00000130402	ACTN4	Medium
ENSG00000130396	AFDN	Medium
ENSG00000130382	MLLT1	High
ENSG00000130363	RSPH3	High
ENSG00000130349	MTRES1	Medium
ENSG00000130348	QRSL1	High
ENSG00000130347	RTN4IP1	Medium
ENSG00000130340	SNX9	Medium
ENSG00000130338	TULP4	High
ENSG00000130313	PGLS	Medium
ENSG00000130311	DDA1	Medium
ENSG00000130305	NSUN5	High
ENSG00000130303	BST2	Medium
ENSG00000130299	GTPBP3	High
ENSG00000130287	NCAN	High
ENSG00000130255	RPL36	High
ENSG00000130254	SAFB2	High
ENSG00000130244	FAM98C	High
ENSG00000130226	DPP6	High
ENSG00000130224	LRCH2	Medium
ENSG00000130222	GADD45G	High
ENSG00000130204	TOMM40	Medium
ENSG00000130203	APOE	High
ENSG00000130202	NECTIN2	Medium
ENSG00000130177	CDC16	High
ENSG00000130175	PRKCSH	High
ENSG00000130164	LDLR	Low
ENSG00000130159	ECSIT	High
ENSG00000130158	DOCK6	High
ENSG00000130119	GNL3L	High
ENSG00000130066	SAT1	Medium
ENSG00000130037	KCNA5	Low
ENSG00000130035	GALNT8	Medium
ENSG00000130024	PHF10	Medium
ENSG00000130023	ERMARD	High
ENSG00000130021	PUDP	Medium
ENSG00000129993	CBFA2T3	High
ENSG00000129990	SYT5	Medium
ENSG00000129946	SHC2	Medium
ENSG00000129932	DOHH	Medium
ENSG00000129925	PGAP6	Medium
ENSG00000129911	KLF16	High
ENSG00000129910	CDH15	Low
ENSG00000129824	RPS4Y1	High
ENSG00000129757	CDKN1C	Medium
ENSG00000129696	TTI2	Medium
ENSG00000129691	ASH2L	Low
ENSG00000129680	MAP7D3	Medium
ENSG00000129657	SEC14L1	Medium
ENSG00000129636	ITFG1	High
ENSG00000129625	REEP5	Medium
ENSG00000129538	RNASE1	High
ENSG00000129534	MIS18BP1	High
ENSG00000129518	EAPP	Medium
ENSG00000129484	PARP2	High
ENSG00000129480	DTD2	High
ENSG00000129474	AJUBA	Low
ENSG00000129473	BCL2L2	High
ENSG00000129467	ADCY4	Medium
ENSG00000129460	NGDN	High
ENSG00000129450	SIGLEC9	Low
ENSG00000129351	ILF3	High
ENSG00000129347	KRI1	High
ENSG00000129315	CCNT1	High
ENSG00000129250	KIF1C	Medium
ENSG00000129245	FXR2	High
ENSG00000129244	ATP1B2	Medium
ENSG00000129235	TXNDC17	High
ENSG00000129226	CD68	High
ENSG00000129219	PLD2	Medium
ENSG00000129197	RPAIN	High
ENSG00000129187	DCTD	High
ENSG00000129173	E2F8	Medium
ENSG00000129159	KCNC1	High
ENSG00000129158	SERGEF	High
ENSG00000129151	BBOX1	Medium
ENSG00000129128	SPCS3	Medium
ENSG00000129116	PALLD	Low
ENSG00000129103	SUMF2	Medium
ENSG00000129084	PSMA1	High
ENSG00000129083	COPB1	Medium
ENSG00000129071	MBD4	High
ENSG00000129038	LOXL1	Low
ENSG00000129009	ISLR	Medium
ENSG00000128989	ARPP19	Medium
ENSG00000128973	CLN6	Low
ENSG00000128965	CHAC1	High
ENSG00000128951	DUT	Medium
ENSG00000128944	KNSTRN	Medium
ENSG00000128928	IVD	Medium
ENSG00000128923	MINDY2	Medium
ENSG00000128918	ALDH1A2	Medium
ENSG00000128886	ELL3	Medium
ENSG00000128881	TTBK2	Low
ENSG00000128872	TMOD2	High
ENSG00000128849	CGNL1	Medium
ENSG00000128833	MYO5C	Medium
ENSG00000128829	EIF2AK4	High
ENSG00000128739	SNRPN	High
ENSG00000128731	HERC2	High
ENSG00000128708	HAT1	Low
ENSG00000128683	GAD1	High
ENSG00000128655	PDE11A	High
ENSG00000128654	MTX2	Medium
ENSG00000128641	MYO1B	Medium
ENSG00000128610	FEZF1	Medium
ENSG00000128609	NDUFA5	High
ENSG00000128607	KLHDC10	High
ENSG00000128604	IRF5	Low
ENSG00000128602	SMO	Medium
ENSG00000128596	CCDC136	High
ENSG00000128595	CALU	High
ENSG00000128590	DNAJB9	Medium
ENSG00000128585	MKLN1	High
ENSG00000128581	IFT22	High
ENSG00000128578	STRIP2	High
ENSG00000128573	FOXP2	High
ENSG00000128567	PODXL	High
ENSG00000128564	VGF	High
ENSG00000128524	ATP6V1F	High
ENSG00000128487	SPECC1	Medium
ENSG00000128482	RNF112	High
ENSG00000128463	EMC4	High
ENSG00000128408	RIBC2	Medium
ENSG00000128383	APOBEC3A	High
ENSG00000128340	RAC2	Low
ENSG00000128335	APOL2	High
ENSG00000128311	TST	Medium
ENSG00000128309	MPST	Medium
ENSG00000128298	BAIAP2L2	Medium
ENSG00000128294	TPST2	Medium
ENSG00000128283	CDC42EP1	Low
ENSG00000128272	ATF4	Medium
ENSG00000128271	ADORA2A	High
ENSG00000128268	MGAT3	Medium
ENSG00000128266	GNAZ	High
ENSG00000128253	RFPL2	Medium
ENSG00000128228	SDF2L1	High
ENSG00000128191	DGCR8	Medium
ENSG00000128159	TUBGCP6	Medium
ENSG00000128059	PPAT	Medium
ENSG00000128050	PAICS	High
ENSG00000128016	ZFP36	High
ENSG00000127995	CASD1	High
ENSG00000127955	GNAI1	Medium
ENSG00000127951	FGL2	High
ENSG00000127948	POR	High
ENSG00000127947	PTPN12	High
ENSG00000127946	HIP1	High
ENSG00000127914	AKAP9	High
ENSG00000127884	ECHS1	High
ENSG00000127870	RNF6	High
ENSG00000127838	PNKD	High
ENSG00000127837	AAMP	High
ENSG00000127824	TUBA4A	High
ENSG00000127720	METTL25	High
ENSG00000127666	TICAM1	High
ENSG00000127616	SMARCA4	High
ENSG00000127603	MACF1	Medium
ENSG00000127588	GNG13	High
ENSG00000127585	FBXL16	High
ENSG00000127580	WDR24	Medium
ENSG00000127561	SYNGR3	High
ENSG00000127554	GFER	High
ENSG00000127528	KLF2	High
ENSG00000127527	EPS15L1	High
ENSG00000127526	SLC35E1	Medium
ENSG00000127483	HP1BP3	High
ENSG00000127481	UBR4	Medium
ENSG00000127472	PLA2G5	Medium
ENSG00000127463	EMC1	Medium
ENSG00000127452	FBXL12	Medium
ENSG00000127445	PIN1	High
ENSG00000127419	TMEM175	High
ENSG00000127418	FGFRL1	Medium
ENSG00000127415	IDUA	Medium
ENSG00000127399	LRRC61	High
ENSG00000127334	DYRK2	Medium
ENSG00000127325	BEST3	Medium
ENSG00000127220	ABHD8	Medium
ENSG00000127184	COX7C	High
ENSG00000127152	BCL11B	Medium
ENSG00000127125	PPCS	Medium
ENSG00000127124	HIVEP3	High
ENSG00000127084	FGD3	Medium
ENSG00000127054	INTS11	Medium
ENSG00000127022	CANX	High
ENSG00000126970	ZC4H2	Medium
ENSG00000126953	TIMM8A	High
ENSG00000126950	TMEM35A	High
ENSG00000126947	ARMCX1	Low
ENSG00000126945	HNRNPH2	High
ENSG00000126934	MAP2K2	High
ENSG00000126903	SLC10A3	High
ENSG00000126878	AIF1L	Medium
ENSG00000126870	DYNC2I1	High
ENSG00000126861	OMG	High
ENSG00000126858	RHOT1	High
ENSG00000126822	PLEKHG3	High
ENSG00000126821	SGPP1	Medium
ENSG00000126814	TRMT5	Low
ENSG00000126804	ZBTB1	Medium
ENSG00000126790	L3HYPDH	Medium
ENSG00000126787	DLGAP5	Low
ENSG00000126777	KTN1	High
ENSG00000126775	ATG14	Medium
ENSG00000126768	TIMM17B	Medium
ENSG00000126767	ELK1	High
ENSG00000126756	UXT	Medium
ENSG00000126749	EMG1	Low
ENSG00000126746	ZNF384	High
ENSG00000126733	DACH2	High
ENSG00000126709	IFI6	High
ENSG00000126705	AHDC1	Medium
ENSG00000126698	DNAJC8	Medium
ENSG00000126653	NSRP1	High
ENSG00000126602	TRAP1	High
ENSG00000126583	PRKCG	High
ENSG00000126581	BECN1	Medium
ENSG00000126562	WNK4	Low
ENSG00000126524	SBDS	High
ENSG00000126464	PRR12	Medium
ENSG00000126461	SCAF1	High
ENSG00000126460	PRRG2	Medium
ENSG00000126457	PRMT1	High
ENSG00000126456	IRF3	Medium
ENSG00000126453	BCL2L12	Medium
ENSG00000126432	PRDX5	High
ENSG00000126391	FRMD8	High
ENSG00000126351	THRA	High
ENSG00000126267	COX6B1	High
ENSG00000126262	FFAR2	Medium
ENSG00000126261	UBA2	High
ENSG00000126254	RBM42	High
ENSG00000126249	PDCD2L	High
ENSG00000126247	CAPNS1	High
ENSG00000126243	LRFN3	Medium
ENSG00000126226	PCID2	Low
ENSG00000126216	TUBGCP3	Medium
ENSG00000126107	HECTD3	Medium
ENSG00000126106	TMEM53	Medium
ENSG00000126067	PSMB2	High
ENSG00000126062	TMEM115	Medium
ENSG00000126016	AMOT	Medium
ENSG00000125991	ERGIC3	High
ENSG00000125977	EIF2S2	Medium
ENSG00000125971	DYNLRB1	Medium
ENSG00000125970	RALY	High
ENSG00000125968	ID1	Medium
ENSG00000125967	NECAB3	High
ENSG00000125966	MMP24	High
ENSG00000125962	ARMCX5	Medium
ENSG00000125952	MAX	Medium
ENSG00000125945	ZNF436	High
ENSG00000125944	HNRNPR	High
ENSG00000125912	NCLN	High
ENSG00000125901	MRPS26	Medium
ENSG00000125895	TMEM74B	Low
ENSG00000125877	ITPA	Medium
ENSG00000125875	TBC1D20	Medium
ENSG00000125871	MGME1	Medium
ENSG00000125870	SNRPB2	High
ENSG00000125869	LAMP5	High
ENSG00000125868	DSTN	High
ENSG00000125863	MKKS	High
ENSG00000125851	PCSK2	Medium
ENSG00000125848	FLRT3	High
ENSG00000125846	ZNF133	Medium
ENSG00000125844	RRBP1	High
ENSG00000125841	NRSN2	High
ENSG00000125835	SNRPB	High
ENSG00000125834	STK35	Low
ENSG00000125827	TMX4	High
ENSG00000125820	NKX2-2	Medium
ENSG00000125818	PSMF1	Low
ENSG00000125817	CENPB	Medium
ENSG00000125814	NAPB	High
ENSG00000125810	CD93	Medium
ENSG00000125779	PANK2	Medium
ENSG00000125775	SDCBP2	Medium
ENSG00000125755	SYMPK	High
ENSG00000125753	VASP	Medium
ENSG00000125746	EML2	High
ENSG00000125743	SNRPD2	High
ENSG00000125733	TRIP10	Medium
ENSG00000125703	ATG4C	Medium
ENSG00000125691	RPL23	High
ENSG00000125686	MED1	High
ENSG00000125676	THOC2	High
ENSG00000125675	GRIA3	Medium
ENSG00000125656	CLPP	Medium
ENSG00000125652	ALKBH7	Medium
ENSG00000125651	GTF2F1	High
ENSG00000125648	SLC25A23	Medium
ENSG00000125637	PSD4	Low
ENSG00000125633	CCDC93	High
ENSG00000125618	PAX8	Low
ENSG00000125611	CHCHD5	Low
ENSG00000125503	PPP1R12C	Medium
ENSG00000125492	BARHL1	Medium
ENSG00000125482	TTF1	High
ENSG00000125459	MSTO1	Medium
ENSG00000125458	NT5C	Medium
ENSG00000125457	MIF4GD	Medium
ENSG00000125450	NUP85	High
ENSG00000125447	GGA3	High
ENSG00000125445	MRPS7	High
ENSG00000125414	MYH2	Low
ENSG00000125398	SOX9	High
ENSG00000125388	GRK4	Low
ENSG00000125386	FAM193A	Medium
ENSG00000125356	NDUFA1	High
ENSG00000125355	TMEM255A	Medium
ENSG00000125354	SEPTIN6	Low
ENSG00000125352	RNF113A	High
ENSG00000125351	UPF3B	Medium
ENSG00000125347	IRF1	Medium
ENSG00000125304	TM9SF2	High
ENSG00000125285	SOX21	Medium
ENSG00000125266	EFNB2	Medium
ENSG00000125257	ABCC4	Medium
ENSG00000125247	TMTC4	High
ENSG00000125246	CLYBL	High
ENSG00000125170	DOK4	Medium
ENSG00000125166	GOT2	High
ENSG00000125149	PHAF1	Low
ENSG00000125107	CNOT1	High
ENSG00000125037	EMC3	High
ENSG00000124839	RAB17	Low
ENSG00000124831	LRRFIP1	Medium
ENSG00000124802	EEF1E1	Medium
ENSG00000124795	DEK	Medium
ENSG00000124789	NUP153	High
ENSG00000124788	ATXN1	High
ENSG00000124786	SLC35B3	Medium
ENSG00000124784	RIOK1	Medium
ENSG00000124783	SSR1	Medium
ENSG00000124782	RREB1	High
ENSG00000124772	CPNE5	High
ENSG00000124767	GLO1	Medium
ENSG00000124766	SOX4	High
ENSG00000124733	MEA1	Low
ENSG00000124731	TREM1	Medium
ENSG00000124659	TBCC	Medium
ENSG00000124635	H2BC11	High
ENSG00000124614	RPS10	Medium
ENSG00000124608	AARS2	High
ENSG00000124596	OARD1	High
ENSG00000124588	NQO2	Medium
ENSG00000124587	PEX6	Medium
ENSG00000124575	H1-3	High
ENSG00000124574	ABCC10	Low
ENSG00000124571	XPO5	Medium
ENSG00000124570	SERPINB6	High
ENSG00000124562	SNRPC	High
ENSG00000124535	WRNIP1	Medium
ENSG00000124523	SIRT5	Low
ENSG00000124507	PACSIN1	High
ENSG00000124496	TRERF1	Medium
ENSG00000124493	GRM4	High
ENSG00000124486	USP9X	High
ENSG00000124440	HIF3A	High
ENSG00000124422	USP22	High
ENSG00000124406	ATP8A1	Medium
ENSG00000124383	MPHOSPH10	High
ENSG00000124380	SNRNP27	Medium
ENSG00000124374	PAIP2B	Medium
ENSG00000124357	NAGK	Medium
ENSG00000124333	VAMP7	High
ENSG00000124299	PEPD	Low
ENSG00000124279	FASTKD3	High
ENSG00000124275	MTRR	Medium
ENSG00000124257	NEURL2	High
ENSG00000124256	ZBP1	Low
ENSG00000124228	DDX27	High
ENSG00000124226	RNF114	Low
ENSG00000124216	SNAI1	High
ENSG00000124214	STAU1	High
ENSG00000124212	PTGIS	Medium
ENSG00000124209	RAB22A	High
ENSG00000124201	ZNFX1	Medium
